Source IP,Destination IP,Source Port,Destination Port,Protocol,SYN Flag Count,ACK Flag Count,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Init Fwd Win Bytes,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Std,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow Duration,Flow IAT Mean,Flow IAT Std,Bwd IAT Mean,Down/Up Ratio,Active Mean,Active Std
10.1.1.8,10.1.1.4,49154,80,6,0,101,0,3224,2028,32768,62,39,31744,512,512,0.0,0.0,75631.3328137182,196.80436477007103,513199.9999999977,5131.999999999976,5808.460551643464,11730.368421052654,0.07565680079813768,513199.9999999977,0.0
10.1.1.6,10.1.1.4,49153,80,6,0,77,0,3276,728,32768,63,14,31232,512,0,89.76547366349011,0.0,73612.06030150772,154.77386934673407,497499.9999999987,6546.05263157893,4570.912133707399,16522.999999999945,0.0274956511980248,497499.9999999987,0.0
10.1.1.3,10.1.1.4,49172,80,6,0,5755,0,176540,122720,32768,3395,2360,1803888,536,0,45.793858989769646,0.0,3014059.998798048,7860.432590132025,732148.0000000022,127.24157108098754,846.2481772178837,307.91860958033163,0.08091938528697482,732148.0000000022,0.0
10.1.1.8,10.1.1.4,49153,80,6,0,7,0,208,156,32768,4,3,0,0,0,0.0,0.0,1686.3116235051164,24.09016605007309,290575.00000000047,48429.166666666744,101325.02205841782,137422.49999999956,0.75,290575.00000000047,0.0
10.1.1.4,10.1.1.5,80,49154,6,0,27,0,1300,104,32768,25,2,0,0,0,0.0,0.0,6777.813240763,96.82590343947143,278850.99999999953,10725.038461538443,50618.27382894044,11514.999999999276,0.08,278850.99999999953,0.0
10.1.1.4,10.1.1.9,80,49153,6,0,11,0,468,104,32768,9,2,0,0,0,0.0,0.0,2947.887474923782,42.11267821319689,261204.00000000288,26120.40000000029,77221.4026293229,257818.00000000032,0.2222222222222222,261204.00000000288,0.0
10.1.1.4,10.1.1.6,80,49154,6,0,26,0,1248,104,32768,24,2,0,0,0,0.0,0.0,6429.732212251843,91.85331731788347,283059.99999999895,11322.399999999956,54676.550481536855,2441.000000001026,0.08333333333333333,283059.99999999895,0.0
10.1.1.4,10.1.1.7,80,49153,6,0,6,0,208,104,32768,4,2,0,0,0,0.0,0.0,1506.6724063710808,21.52389151958687,278759.99999999837,55751.999999999665,111461.50016934103,32.00000000092018,0.5,278759.99999999837,0.0
10.1.1.4,10.1.1.1,80,49162,6,0,5120,0,127192,139048,32768,2446,2674,0,0,0,0.0,530.1750186985789,2411924.3106122063,6952.95079429313,736378.000000002,143.85192420394645,1308.8955198498031,275.4537972315757,9.373133979675272,736378.000000002,0.0
10.1.1.4,10.1.1.2,80,49169,6,0,5705,0,139120,158756,32768,2652,3053,0,0,0,0.0,511.91090730429084,2724360.130651837,7915.980984995,720694.0000000017,126.34887798036496,1020.7137031695778,236.08551769331575,9.507717172582096,720694.0000000017,0.0
